Date,Open,High,Low,Close,Adj Close
2014-01-03,138.369995,138.880005,138.029999,138.449997,122.91960900000001
2014-01-06,138.75,139.28999299999998,137.479996,137.630005,122.19160500000001
2014-01-07,137.449997,138.199997,137.130005,137.649994,122.209351
2014-01-08,137.479996,137.75,136.33999599999999,136.630005,121.303795
2014-01-09,137.020004,137.429993,136.199997,136.449997,121.14396699999999
2014-01-10,136.949997,137.190002,135.679993,136.179993,120.90425900000001
2014-01-13,135.809998,137.059998,134.570007,134.679993,119.572525
2014-01-14,135.110001,137.41000400000001,134.740005,137.41000400000001,121.996269
2014-01-15,137.770004,138.820007,137.559998,138.440002,122.91075900000001
2014-01-16,137.740005,138.5,137.630005,138.16000400000001,122.66216999999999
2014-01-17,137.979996,138.75,136.979996,137.309998,121.907509
2014-01-21,138.449997,138.949997,136.300003,136.990005,121.623421
2014-01-22,137.350006,137.490005,136.330002,136.479996,121.170601
2014-01-23,135.639999,135.66000400000001,133.949997,134.71000700000002,119.59918200000001
2014-01-24,133.729996,133.729996,130.220001,130.220001,115.612816
2014-01-27,130.020004,130.58999599999999,128.66000400000001,128.96000700000002,114.494156
2014-01-28,129.429993,130.009995,129.100006,129.809998,115.248802
2014-01-29,130.100006,131.270004,129.0,130.25,115.639458
2014-01-30,129.96000700000002,129.96000700000002,126.529999,128.050003,113.686226
2014-01-31,126.599998,129.199997,126.41999799999999,128.190002,113.810524
2014-02-03,128.220001,128.58999599999999,123.610001,123.900002,110.001747
2014-02-04,126.089996,127.639999,124.120003,126.720001,112.50543200000001
2014-02-05,128.009995,128.759995,125.91999799999999,127.360001,113.073624
2014-02-06,127.599998,129.199997,127.099998,128.899994,114.44088
2014-02-07,129.570007,130.389999,128.809998,130.330002,115.71048
2014-02-10,129.649994,130.41000400000001,129.020004,129.699997,115.151146
2014-02-11,129.699997,131.490005,129.649994,130.979996,116.287567
2014-02-12,130.33999599999999,131.0,130.009995,130.440002,116.569069
2014-02-13,129.28999299999998,130.380005,128.66000400000001,130.139999,116.300964
2014-02-14,129.770004,132.190002,129.5,132.119995,118.07040400000001
2014-02-18,132.309998,132.75,131.639999,131.800003,117.78443899999999
2014-02-19,131.330002,132.71000700000002,130.46000700000002,130.559998,116.67631499999999
2014-02-20,130.649994,132.029999,130.050003,131.559998,117.56995400000001
2014-02-21,131.559998,132.330002,131.300003,131.570007,117.578926
2014-02-24,131.889999,133.46000700000002,131.440002,132.199997,118.14193700000001
2014-02-25,132.270004,133.429993,131.860001,132.929993,118.794273
2014-02-26,133.130005,133.46000700000002,132.279999,132.860001,118.731728
2014-02-27,132.630005,134.580002,132.0,134.33999599999999,120.05432900000001
2014-02-28,134.190002,135.199997,133.919998,134.729996,120.40287
2014-03-03,133.070007,133.809998,131.669998,132.21000700000002,118.150856
2014-03-04,131.919998,133.080002,131.580002,132.679993,118.570877
2014-03-05,132.66000400000001,134.029999,132.190002,133.850006,119.61646299999998
2014-03-06,134.369995,134.740005,134.020004,134.080002,119.822014
2014-03-07,134.880005,135.0,133.71000700000002,134.110001,119.848831
2014-03-10,133.979996,134.080002,133.100006,133.559998,119.357285
2014-03-11,133.729996,133.83999599999999,132.229996,132.509995,118.41893799999998
2014-03-12,132.070007,132.759995,131.58999599999999,132.570007,118.47256499999999
2014-03-13,133.190002,133.669998,130.639999,130.809998,116.89971899999999
2014-03-14,130.080002,131.110001,129.699997,129.830002,116.023949
2014-03-17,130.66000400000001,132.690002,130.66000400000001,132.270004,118.204453
2014-03-18,132.490005,133.229996,132.25,132.740005,118.624496
2014-03-19,132.75,132.850006,130.580002,131.229996,117.275047
2014-03-20,131.149994,132.850006,130.860001,132.429993,118.347443
2014-03-21,133.580002,134.240005,132.899994,133.119995,118.96404299999999
2014-03-24,133.320007,133.699997,131.880005,132.419998,118.33852399999999
2014-03-25,133.66000400000001,134.529999,132.899994,134.059998,119.804123
2014-03-26,134.66000400000001,134.889999,133.08999599999999,133.08999599999999,118.93726299999999
2014-03-27,132.820007,133.490005,132.179993,132.83999599999999,118.713844
2014-03-28,133.580002,134.970001,133.179993,134.199997,119.929253
2014-03-31,134.610001,135.869995,134.580002,135.66000400000001,121.23400900000001
2014-04-01,135.880005,136.649994,135.669998,136.529999,122.011429
2014-04-02,135.990005,136.25,135.330002,136.0,121.53780400000001
2014-04-03,136.220001,137.190002,135.699997,136.139999,121.662949
2014-04-04,136.899994,137.770004,135.770004,135.860001,121.412682
2014-04-07,135.809998,136.25,134.389999,134.399994,120.107964
2014-04-08,134.440002,135.149994,133.429993,134.83999599999999,120.50116000000001
2014-04-09,135.0,135.869995,134.5,135.83999599999999,121.39484399999999
2014-04-10,135.729996,136.429993,133.899994,133.970001,119.723694
2014-04-11,133.369995,133.83999599999999,132.389999,132.389999,118.311714
2014-04-14,133.449997,133.520004,132.020004,133.149994,118.990898
2014-04-15,133.270004,134.350006,132.020004,134.08999599999999,119.830894
2014-04-16,135.169998,136.779999,134.809998,136.770004,122.22590600000001
2014-04-17,137.300003,138.25,137.25,137.729996,123.08386999999999
2014-04-21,137.25,138.71000700000002,137.179993,138.619995,123.879204
2014-04-22,138.5,139.520004,138.130005,138.889999,124.120499
2014-04-23,138.809998,138.889999,137.889999,137.990005,123.316193
2014-04-24,136.380005,136.990005,135.0,136.649994,122.118706
2014-04-25,136.5,136.96000700000002,135.690002,136.559998,122.038269
2014-04-28,137.429993,138.350006,135.970001,137.229996,122.637009
2014-04-29,137.869995,137.899994,136.559998,137.550003,122.922997
2014-04-30,137.630005,139.199997,137.330002,139.08999599999999,124.29924799999999
2014-05-01,139.5,141.490005,139.119995,140.809998,125.83633400000001
2014-05-02,141.630005,141.830002,139.869995,140.119995,125.219696
2014-05-05,139.139999,141.050003,138.649994,140.610001,125.65759299999999
2014-05-06,140.279999,140.429993,139.169998,139.28999299999998,124.47793600000001
2014-05-07,139.979996,141.25,139.179993,141.139999,126.13121000000001
2014-05-08,140.880005,142.119995,140.509995,140.830002,125.85419499999999
2014-05-09,140.559998,141.369995,140.25,141.33999599999999,126.30998999999998
2014-05-12,141.779999,142.940002,141.71000700000005,142.820007,127.63259099999999
2014-05-13,143.0,143.369995,142.320007,142.429993,127.284035
2014-05-14,142.479996,142.770004,141.41000400000001,141.600006,126.54231999999999
2014-05-15,141.559998,141.740005,140.020004,140.979996,125.988258
2014-05-16,140.929993,141.199997,139.91000400000001,141.130005,126.122299
2014-05-19,140.070007,142.0,139.979996,141.669998,126.604881
2014-05-20,141.600006,141.899994,139.889999,140.229996,125.31796999999999
2014-05-21,139.770004,140.78999299999995,139.770004,140.66000400000001,126.473404
2014-05-22,140.71000700000002,140.96000700000005,140.259995,140.309998,126.15869099999999
2014-05-23,140.229996,141.179993,140.050003,141.139999,126.90498400000001
2014-05-27,141.5,141.600006,141.130005,141.440002,127.174751
2014-05-28,141.809998,141.899994,141.059998,141.429993,127.165749
2014-05-29,141.5,142.429993,141.190002,142.389999,128.028946
2014-05-30,142.110001,142.669998,141.779999,142.550003,128.172806
2014-06-02,142.270004,142.91000400000001,141.690002,142.320007,127.965988
2014-06-03,142.080002,143.130005,141.610001,142.889999,128.478485
2014-06-04,142.91000400000001,143.0,142.259995,142.259995,127.91201799999999
2014-06-05,142.759995,143.740005,141.899994,143.71000700000005,129.21582
2014-06-06,143.990005,144.639999,143.529999,144.639999,130.052032
2014-06-09,144.639999,145.529999,144.610001,145.320007,130.663422
2014-06-10,144.970001,145.21000700000005,144.46000700000005,144.970001,130.348709
2014-06-11,144.66000400000001,144.970001,144.190002,144.41000400000001,129.84523000000002
2014-06-12,144.949997,144.949997,142.779999,143.070007,128.64033500000002
2014-06-13,143.190002,143.75,142.830002,143.360001,128.901108
2014-06-16,142.929993,143.529999,142.600006,143.320007,128.865143
2014-06-17,143.009995,143.990005,142.639999,143.690002,129.1978
2014-06-18,143.929993,144.389999,142.770004,144.330002,129.77328500000002
2014-06-19,144.529999,144.720001,143.990005,144.490005,129.917114
2014-06-20,144.53999299999995,145.300003,144.199997,145.16000400000001,130.519577
2014-06-23,145.100006,145.300003,144.009995,144.08999599999999,129.55748
2014-06-24,143.71000700000005,144.619995,143.050003,143.08999599999999,128.658325
2014-06-25,143.0,144.380005,142.880005,143.649994,129.161819
2014-06-26,143.75,143.990005,142.559998,143.729996,129.23378
2014-06-27,143.169998,144.070007,143.059998,143.690002,129.1978
2014-06-30,143.919998,143.929993,143.059998,143.240005,128.793198
2014-07-01,143.41000400000001,144.820007,143.380005,144.559998,129.980072
2014-07-02,144.229996,145.300003,143.559998,145.229996,130.582458
2014-07-03,145.25,145.729996,145.0,145.41000400000001,130.74430800000002
2014-07-07,145.479996,145.580002,144.5,144.91000400000001,130.294754
2014-07-08,145.220001,145.399994,144.479996,144.559998,129.980072
2014-07-09,144.779999,145.03999299999995,144.029999,144.679993,130.087967
2014-07-10,143.5,144.199997,143.240005,143.889999,129.377594
2014-07-11,144.139999,144.490005,143.53999299999995,144.309998,129.75526399999998
2014-07-14,144.990005,145.71000700000005,144.75,145.0,130.375687
2014-07-15,145.0,145.479996,144.360001,145.059998,130.429642
2014-07-16,145.279999,146.25,145.029999,146.169998,131.427673
2014-07-17,145.330002,145.669998,143.449997,143.53999299999995,129.062927
2014-07-18,143.830002,145.059998,143.53999299999995,144.830002,130.222809
2014-07-21,144.66000400000001,144.869995,143.649994,144.300003,129.746307
2014-07-22,144.889999,145.669998,144.889999,145.119995,130.483582
2014-07-23,145.33999599999999,145.449997,144.529999,144.679993,130.087967
2014-07-24,145.509995,146.429993,144.470001,145.130005,130.492599
2014-07-25,145.66000400000001,145.940002,144.58999599999999,145.119995,130.483582
2014-07-28,144.919998,145.630005,143.779999,145.529999,130.852219
2014-07-29,145.220001,146.270004,143.990005,144.020004,129.494537
2014-07-30,144.259995,144.779999,143.520004,143.740005,129.242752
2014-07-31,143.330002,143.550003,140.600006,140.889999,126.680199
2014-08-01,140.149994,141.03999299999995,139.080002,140.110001,125.978889
2014-08-04,140.149994,140.979996,139.21000700000002,140.75,126.55430600000001
2014-08-05,140.619995,141.119995,139.33999599999999,139.779999,125.68215900000001
2014-08-06,139.139999,139.940002,138.429993,139.550003,125.47538
2014-08-07,140.050003,140.369995,138.96000700000002,139.130005,125.097702
2014-08-08,139.300003,140.889999,138.889999,140.850006,126.644241
2014-08-11,140.929993,141.5,140.53999299999998,140.580002,126.401474
2014-08-12,140.619995,141.21000700000005,140.429993,140.880005,126.671227
2014-08-13,141.350006,141.830002,140.919998,141.800003,127.498428
2014-08-14,142.0,142.389999,141.850006,142.33999599999999,127.983948
2014-08-15,142.809998,142.979996,141.020004,141.919998,127.606323
2014-08-18,142.75,144.190002,142.58999599999999,144.119995,129.584427
2014-08-19,144.470001,145.009995,143.809998,144.25,129.701324
2014-08-20,143.860001,144.820007,143.5,144.600006,130.79122900000002
2014-08-21,144.779999,144.990005,144.350006,144.5,130.700775
2014-08-22,144.5,144.830002,144.020004,144.130005,130.366135
2014-08-25,144.66000400000001,144.990005,144.419998,144.699997,130.881714
2014-08-26,145.0,145.389999,144.570007,144.600006,130.79122900000002
2014-08-27,144.429993,144.860001,143.630005,143.940002,130.19429
2014-08-28,143.320007,144.119995,143.020004,143.979996,130.230453
2014-08-29,144.059998,144.389999,143.179993,144.0,130.24855
2014-09-02,143.300003,144.610001,143.300003,144.220001,130.447556
2014-09-03,144.470001,144.720001,143.550003,143.820007,130.085739
2014-09-04,144.21000700000005,144.649994,143.350006,143.610001,129.89579799999998
2014-09-05,143.639999,144.320007,143.149994,144.199997,130.429474
2014-09-08,144.41000400000001,145.449997,144.110001,144.889999,131.053543
2014-09-09,144.699997,145.259995,144.25,144.46000700000005,130.664612
2014-09-10,144.630005,144.990005,144.0,144.639999,130.82745400000002
2014-09-11,143.990005,144.380005,143.600006,144.350006,130.56513999999999
2014-09-12,144.449997,144.449997,143.5,143.940002,130.19429
2014-09-15,144.169998,144.690002,143.66000400000001,144.479996,130.682739
2014-09-16,143.800003,144.990005,143.58999599999999,144.850006,131.017395
2014-09-17,144.919998,145.78999299999995,144.270004,145.369995,131.487701
2014-09-18,145.699997,147.059998,145.690002,146.83999599999999,132.817322
2014-09-19,147.419998,147.869995,146.520004,146.690002,132.681671
2014-09-22,146.919998,147.0,145.5,145.71000700000005,131.795288
2014-09-23,145.229996,145.600006,144.350006,144.369995,130.583221
2014-09-24,144.169998,145.119995,143.720001,144.880005,131.044525
2014-09-25,144.41000400000001,144.46000700000005,142.070007,142.479996,128.873734
2014-09-26,142.520004,142.889999,140.979996,142.419998,128.819443
2014-09-29,140.940002,142.33999599999999,140.66000400000001,142.190002,128.611389
2014-09-30,142.5,142.899994,141.279999,141.679993,128.150116
2014-10-01,141.16000400000001,141.669998,138.720001,139.179993,125.88883999999999
2014-10-02,138.570007,139.320007,137.949997,138.669998,125.427544
2014-10-03,139.330002,140.449997,138.570007,140.169998,126.78429399999999
2014-10-06,140.550003,141.279999,139.58999599999999,140.33999599999999,126.93809499999999
2014-10-07,138.820007,140.179993,137.66000400000001,137.679993,124.532074
2014-10-08,138.25,141.479996,137.720001,141.41000400000001,127.905899
2014-10-09,141.149994,141.5,138.330002,138.639999,125.40043600000001
2014-10-10,139.330002,139.600006,133.820007,133.830002,121.04976699999999
2014-10-13,134.259995,135.350006,131.009995,132.899994,120.208549
2014-10-14,133.649994,135.940002,133.21000700000002,134.179993,121.366325
2014-10-15,132.559998,134.639999,130.600006,134.220001,121.402496
2014-10-16,133.419998,135.970001,132.75,135.050003,122.15322900000001
2014-10-17,135.75,137.850006,135.75,137.399994,124.278801
2014-10-20,137.149994,137.75,136.759995,137.600006,124.45976999999999
2014-10-21,138.399994,141.100006,138.33999599999999,140.929993,127.471718
2014-10-22,140.899994,141.08999599999999,138.699997,138.949997,125.68079399999999
2014-10-23,141.919998,147.919998,141.919998,145.050003,131.198273
2014-10-24,145.0,148.78999299999995,144.809998,148.58999599999999,134.400238
2014-10-27,148.08999599999999,149.71000700000005,147.33999599999999,149.559998,135.27758799999998
2014-10-28,149.830002,151.130005,149.559998,151.059998,136.63433799999999
2014-10-29,151.389999,151.729996,150.199997,151.009995,136.589111
2014-10-30,150.490005,152.399994,150.0,152.100006,137.575027
2014-10-31,153.830002,154.440002,153.08999599999999,153.770004,139.085587
2014-11-03,153.139999,154.389999,152.979996,153.300003,138.660446
2014-11-04,153.919998,155.229996,153.240005,155.050003,140.243332
2014-11-05,155.679993,156.240005,154.139999,155.690002,140.822174
2014-11-06,155.690002,156.679993,155.21000700000005,156.050003,141.147781
2014-11-07,156.149994,156.619995,155.479996,156.550003,141.600052
2014-11-10,156.25,157.71000700000005,156.050003,157.66000400000001,142.604095
2014-11-11,157.949997,158.0,156.649994,157.110001,142.106598
2014-11-12,156.649994,157.869995,156.5,157.679993,142.622162
2014-11-13,158.0,159.070007,157.479996,158.350006,143.228165
2014-11-14,158.529999,158.880005,157.71000700000005,158.850006,143.68042
2014-11-17,158.08999599999999,159.16000400000001,158.08999599999999,158.690002,143.535706
2014-11-18,158.880005,160.46000700000005,158.850006,160.149994,144.85626200000004
2014-11-19,159.330002,159.41000400000001,157.970001,158.830002,144.433426
2014-11-20,158.190002,159.550003,157.83999599999999,159.360001,144.915375
2014-11-21,160.309998,160.860001,159.58999599999999,160.16000400000001,145.642853
2014-11-24,160.16000400000001,160.559998,159.41000400000001,159.880005,145.38826
2014-11-25,159.0,159.679993,158.059998,158.059998,143.73323100000005
2014-11-26,157.970001,158.449997,157.5,158.309998,143.960571
2014-11-28,159.580002,160.820007,158.800003,160.08999599999999,145.579239
2014-12-01,158.350006,159.509995,157.860001,158.16000400000001,143.824173
2014-12-02,158.779999,160.779999,158.53999299999995,160.600006,146.042999
2014-12-03,161.100006,162.440002,160.169998,162.259995,147.55252099999996
2014-12-04,162.0,162.919998,160.899994,162.259995,147.55252099999996
2014-12-05,162.399994,162.899994,161.880005,162.270004,147.561615
2014-12-08,162.100006,162.800003,160.100006,160.929993,146.343094
2014-12-09,159.889999,161.100006,159.110001,160.830002,146.252151
2014-12-10,160.71000700000005,160.809998,157.699997,158.240005,143.896927
2014-12-11,159.179993,160.220001,158.419998,159.149994,144.72439599999996
2014-12-12,158.559998,158.990005,157.119995,157.119995,142.878433
2014-12-15,158.119995,158.440002,155.58999599999999,156.850006,142.632919
2014-12-16,157.259995,161.440002,157.080002,159.050003,144.63353
2014-12-17,159.28999299999995,160.889999,157.779999,160.600006,146.042999
2014-12-18,162.399994,165.300003,162.0,165.300003,150.316986
2014-12-19,164.779999,166.08999599999999,164.360001,165.479996,150.48066699999995
2014-12-22,166.220001,167.309998,166.139999,167.270004,152.10841399999995
2014-12-23,168.020004,168.16000400000001,166.869995,166.869995,151.744659
2014-12-24,166.169998,167.610001,166.169998,166.96000700000005,151.826523
2014-12-26,167.33999599999999,167.809998,166.149994,166.259995,151.189957
2014-12-29,166.300003,167.119995,165.809998,166.71000700000005,151.599197
2014-12-30,166.550003,166.740005,165.279999,165.83999599999999,150.808029
2014-12-31,166.0,167.169998,164.199997,164.320007,149.425797
2015-01-02,164.71000700000005,165.080002,162.729996,164.059998,149.189377
2015-01-05,163.0,163.639999,160.080002,160.360001,145.824738
2015-01-06,160.820007,161.369995,157.740005,158.649994,144.269745
2015-01-07,159.899994,160.279999,158.940002,159.800003,145.315506
2015-01-08,160.649994,163.690002,160.520004,163.630005,148.79835500000004
2015-01-09,163.850006,164.0,161.270004,161.619995,146.970551
2015-01-12,162.389999,162.389999,160.020004,160.740005,146.170303
2015-01-13,162.229996,164.380005,159.449997,160.619995,146.061172
2015-01-14,159.03999299999995,160.529999,158.5,159.83999599999999,145.351913
2015-01-15,160.889999,161.440002,159.369995,159.66000400000001,145.18821699999995
2015-01-16,159.860001,162.179993,159.08999599999999,162.0,147.316101
2015-01-20,162.720001,163.399994,160.059998,161.940002,147.261536
2015-01-21,161.66000400000001,163.369995,161.020004,162.53999299999995,147.807159
2015-01-22,163.259995,165.990005,162.130005,165.889999,150.85351599999996
2015-01-23,165.75,165.979996,163.91000400000001,164.020004,149.153046
2015-01-26,163.619995,164.279999,161.800003,164.240005,149.35308799999999
2015-01-27,162.309998,165.139999,160.940002,163.630005,148.79835500000004
2015-01-28,164.610001,166.570007,163.759995,163.940002,149.080246
2015-01-29,164.070007,166.16000400000001,162.880005,166.130005,151.071762
2015-01-30,164.75,165.220001,162.300003,162.300003,147.588882
2015-02-02,162.119995,164.619995,160.889999,164.419998,149.516739
2015-02-03,165.169998,166.190002,164.71000700000005,165.940002,150.898987
2015-02-04,165.779999,165.830002,164.240005,164.809998,149.871429
2015-02-05,165.309998,166.58999599999999,164.75,166.550003,151.453674
2015-02-06,166.229996,167.679993,165.559998,166.070007,151.017197
2015-02-09,164.380005,165.53999299999995,163.83999599999999,164.83999599999999,149.898666
2015-02-10,165.399994,166.139999,164.600006,165.820007,150.789841
2015-02-11,164.520004,164.970001,163.470001,164.479996,150.501633
2015-02-12,164.929993,165.949997,164.850006,165.91000400000001,151.81011999999996
2015-02-13,165.899994,166.619995,165.330002,165.940002,151.837555
2015-02-17,165.940002,166.919998,165.08999599999999,166.919998,152.734268
2015-02-18,166.919998,167.509995,166.009995,167.399994,153.173462
2015-02-19,167.399994,167.550003,166.580002,167.08999599999999,152.889801
2015-02-20,166.740005,168.270004,165.130005,168.119995,153.83226000000005
2015-02-23,168.139999,168.869995,167.699997,168.809998,154.463654
2015-02-24,168.270004,169.25,168.070007,169.119995,154.747269
2015-02-25,168.970001,169.66000400000001,168.619995,168.889999,154.536835
2015-02-26,168.850006,169.979996,168.639999,169.610001,155.195648
2015-02-27,169.66000400000001,169.75,168.559998,168.649994,154.31724499999999
2015-03-02,168.16000400000001,170.5,168.119995,170.5,156.010025
2015-03-03,169.570007,169.600006,167.360001,168.270004,153.969543
2015-03-04,168.259995,168.259995,166.46000700000005,167.16000400000001,152.95388799999995
2015-03-05,167.21000700000005,167.699997,166.690002,167.570007,153.32901
2015-03-06,166.5,166.770004,164.009995,164.360001,150.39181499999995
2015-03-09,164.720001,166.779999,164.509995,166.369995,152.23100300000004
2015-03-10,164.809998,164.860001,162.25,162.259995,148.470291
2015-03-11,162.699997,163.220001,161.66000400000001,161.729996,147.985352
2015-03-12,162.58999599999999,164.520004,162.570007,164.470001,150.49246200000005
2015-03-13,164.020004,164.389999,161.779999,162.740005,148.909515
2015-03-16,163.580002,166.270004,163.580002,166.21000700000005,152.084595
2015-03-17,165.520004,165.529999,163.380005,164.229996,150.272873
2015-03-18,163.16000400000001,166.949997,162.050003,166.470001,152.32247900000004
2015-03-19,166.16000400000001,166.21000700000005,164.850006,165.66000400000001,151.581314
2015-03-20,166.08999599999999,167.130005,165.389999,166.490005,152.34079
2015-03-23,166.830002,166.91000400000001,165.830002,166.130005,152.01139799999999
2015-03-24,165.580002,167.649994,165.529999,166.320007,152.185242
2015-03-25,166.240005,166.520004,162.66000400000001,162.699997,148.872894
2015-03-26,162.0,163.369995,161.21000700000005,162.58999599999999,148.77226299999995
2015-03-27,162.360001,163.899994,162.020004,163.5,149.604919
2015-03-30,164.199997,166.770004,164.199997,166.050003,151.93817099999995
2015-03-31,165.41000400000001,166.0,164.619995,164.949997,150.931656
2015-04-01,164.28999299999995,164.53999299999995,161.899994,162.520004,148.70820600000005
2015-04-02,163.380005,163.970001,162.119995,162.800003,148.964417
2015-04-06,161.66000400000001,165.990005,161.399994,165.479996,151.416641
2015-04-07,165.399994,167.570007,165.279999,166.21000700000005,152.084595
2015-04-08,166.21000700000005,167.220001,165.21000700000005,166.270004,152.139511
2015-04-09,166.25,167.179993,165.080002,166.78999299999995,152.61531100000005
2015-04-10,167.5,167.699997,166.220001,167.070007,152.871521
2015-04-13,166.759995,167.360001,165.600006,165.83999599999999,151.746033
2015-04-14,165.320007,166.479996,164.169998,165.990005,151.883255
2015-04-15,166.720001,167.33999599999999,165.860001,166.440002,152.295044
2015-04-16,165.729996,166.649994,165.100006,165.889999,151.791809
2015-04-17,164.529999,164.53999299999995,161.130005,161.71000700000005,147.967056
2015-04-20,163.0,165.389999,162.729996,164.509995,150.529053
2015-04-21,165.649994,165.699997,163.619995,164.0,150.06243899999996
2015-04-22,163.809998,164.889999,162.570007,164.669998,150.675476
2015-04-23,159.53999299999995,161.449997,158.610001,159.66000400000001,146.091248
2015-04-24,159.809998,159.809998,157.850006,158.990005,145.478195
2015-04-27,159.479996,160.070007,157.809998,157.979996,144.554001
2015-04-28,157.690002,158.360001,156.179993,158.330002,144.874268
2015-04-29,157.419998,157.929993,156.179993,156.970001,143.629868
2015-04-30,156.820007,157.919998,156.009995,156.389999,143.099152
2015-05-01,156.78999299999995,158.08999599999999,156.78999299999995,157.679993,144.279526
2015-05-04,158.399994,159.850006,157.880005,159.020004,145.50564599999996
2015-05-05,158.860001,159.449997,157.41000400000001,157.91000400000001,144.48998999999995
2015-05-06,157.919998,159.080002,156.550003,157.639999,144.24293500000005
2015-05-07,157.229996,159.199997,157.229996,158.610001,145.130463
2015-05-08,160.25,161.399994,160.059998,160.600006,146.95137
2015-05-11,160.259995,161.0,159.800003,159.899994,146.310867
2015-05-12,158.71000700000005,160.399994,158.009995,160.070007,146.46641499999996
2015-05-13,160.429993,161.740005,160.360001,161.309998,147.601013
2015-05-14,162.08999599999999,163.300003,161.800003,163.149994,149.284653
2015-05-15,163.149994,163.770004,162.649994,163.300003,149.421906
