date,open,high,low,close,adj_close
2017-12-05,240.22,240.26,237.86,238.26,238.26
2017-11-28,234.12,235.94,233.375,235.63,235.63
2017-11-27,231.75,234.5289,231.13,234.0,234.0
2017-11-21,232.21,235.71,232.21,234.09,234.09
2017-11-20,229.9,233.59,229.5543,231.49,231.49
2017-11-17,228.43,229.92,227.74,229.36,229.36
2017-11-15,228.07,228.51,226.04,227.4,227.4
2017-11-09,228.54,229.4,227.05,228.39,228.39
2017-11-07,230.38,230.77,229.14,230.05,230.05
2017-11-06,232.22,232.63,230.15,230.31,230.31
2017-11-03,231.56,232.58,230.92,232.22,232.22
2017-11-02,230.24,232.8,229.55,232.23,232.23
2017-11-01,231.0,231.76,229.11,230.18,230.18
2017-10-31,231.38,231.5975,229.81,230.19,230.19
2017-10-30,233.66,233.66,230.64,231.02,231.02
2017-10-27,234.23,234.95,232.55,234.74,234.74
2017-10-26,238.26,238.8,232.31,232.94,232.94
2017-10-25,235.01,237.94,233.94,237.92,237.92
2017-10-24,229.0,238.9,228.99,234.65,234.65
2017-10-23,221.76,222.78,221.2,221.55,221.55
2017-10-20,219.95,221.32,219.19,221.32,221.32
2017-10-19,218.49,219.25,217.47,219.24,219.24
2017-10-18,217.52,218.64,217.37,218.27,218.27
2017-10-17,218.49,218.72,216.47,217.75,217.75
2017-10-16,217.7,218.73,217.2,218.72,218.72
2017-10-13,218.83,219.76,216.8,217.72,217.72
2017-10-12,216.6,217.64,216.29,217.59,217.59
2017-10-11,216.75,216.86,214.66,216.51,216.51
2017-10-10,217.38,217.6,216.55,216.75,216.75
2017-10-09,215.96,217.21,215.69,216.68,216.68
2017-10-06,216.0,216.54,215.27,216.52,216.52
2017-10-05,216.49,217.61,215.9002,216.37,216.37
2017-10-04,214.85,216.94,214.5,216.52,216.52
2017-10-03,212.62,214.6,211.38,214.57,214.57
2017-10-02,210.73,212.79,210.03,212.76,212.76
2017-09-29,209.06,209.9,208.73,209.9,209.9
2017-09-28,208.3,209.88,208.2519,209.55,209.55
2017-09-27,211.09,211.38,208.16,209.48,209.48
2017-09-26,211.26,212.83,210.93,211.03,211.03
2017-09-25,210.98,211.22,209.37,210.73,210.73
2017-09-22,209.64,211.3,209.28,210.76,210.76
2017-09-21,210.9,211.62,210.24,210.44,210.44
2017-09-20,211.77,212.6,208.31,210.51,210.51
2017-09-19,214.23,214.65,212.85,213.56,213.56
2017-09-18,214.0,214.038,212.57,213.76,213.76
2017-09-15,212.59,214.115,210.66,213.35,213.35
2017-09-14,209.15,211.91,208.74,211.43,211.43
2017-09-13,209.12,210.29,208.57,209.49,209.49
2017-09-12,209.91,210.96,209.26,209.64,209.64
2017-09-11,206.46,209.775,206.09,209.56,209.56
2017-09-08,204.35,206.12,203.16,205.69,205.69
2017-09-07,201.47,204.71,201.47,204.46,204.46
2017-09-06,201.75,202.25,201.24,202.05,202.05
2017-09-05,202.25,202.53,200.51,200.98,200.98
2017-09-01,204.61,204.91,203.23,203.56,203.56
2017-08-31,204.32,204.6199,203.02,204.32,204.32
2017-08-30,202.92,203.69,202.0,203.69,203.69
2017-08-29,202.2,203.08,201.3322,202.92,202.92
2017-08-28,202.78,203.27,201.85,202.46,202.46
2017-08-25,203.44,203.45,202.05,202.13,202.13
2017-08-24,203.89,203.89,201.96,202.12,202.12
2017-08-23,204.05,204.1,202.32,202.67,202.67
2017-08-22,205.2,205.86,204.63,205.46,204.27569084353
2017-08-21,203.8,204.9,203.01,204.55,203.37093625058
2017-08-18,205.35,205.63,203.45,203.53,202.35681571782
2017-08-17,207.79,208.1219,205.28,205.35,204.16632490373
2017-08-16,207.21,208.63,206.615,207.92,206.72151095195
2017-08-15,207.0,207.84,206.51,207.18,205.98577644779
2017-08-14,206.66,207.63,206.07,207.37,206.17468125291
2017-08-11,206.85,206.85,205.63,205.98,204.79269346808
2017-08-10,205.62,207.16,205.18,206.23,205.04125242218
2017-08-09,206.69,207.91,205.59,206.48,205.28981137629
2017-08-08,206.83,207.89,205.6938,206.43,205.24009958547
2017-08-07,207.9,208.3997,206.68,207.44,206.24427776006
2017-08-04,207.95,208.61,206.11,207.65,206.45306728151
2017-08-03,205.91,207.64,205.12,207.62,206.42324020702
2017-08-02,203.19,205.6,202.82,205.41,204.22597905271
2017-08-01,202.29,203.31,201.76,203.18,202.00883318207
2017-07-31,200.0,201.66,199.8101,201.17,200.01041919105
2017-07-28,200.79,201.04,198.69,199.72,198.56877725723
2017-07-27,199.14,200.56,197.67,200.05,198.89687507665
2017-07-26,200.45,201.15,198.55,199.03,197.88275454389
2017-07-25,202.65,204.5,197.1726,199.39,198.24067943781
2017-07-24,211.2,211.659,210.0,210.0,208.78952145012
2017-07-21,211.65,211.84,209.48,211.16,209.94283499718
2017-07-20,212.21,213.41,212.06,212.45,211.22539920037
2017-07-19,211.51,212.105,211.17,212.1,210.87741666462
2017-07-18,210.68,211.52,210.3,211.31,210.09197036964
2017-07-17,212.2,212.2,210.59,211.68,210.45983762172
2017-07-14,211.52,212.24,210.63,211.77,210.5493188452
2017-07-13,211.2,212.0,210.18,211.09,209.87323849003
2017-07-12,210.91,212.78,210.27,211.3,210.08202801148
2017-07-11,210.41,211.2,208.0,209.66,208.45148127254
2017-07-10,209.6,211.74,208.99,210.49,209.27669700017
2017-07-07,208.5,210.15,208.045,209.59,208.38188476539
2017-07-06,209.05,209.72,207.89,208.02,206.82093453359
2017-07-05,210.0,210.24,209.41,209.76,208.55090485418
2017-07-03,209.14,210.34,208.75,209.83,208.62050136133
2017-06-30,209.91,209.91,207.85,208.19,206.98995462238
2017-06-29,211.05,211.05,207.08,207.85,206.6519144448
2017-06-28,210.78,211.175,210.09,210.62,209.40594765631
2017-06-27,212.0,212.5,209.38,209.78,208.57078957051
2017-06-26,212.79,213.47,212.31,212.61,211.384476931
2017-06-23,212.0,213.17,211.71,212.9,211.67280531777
2017-06-22,212.73,213.12,212.09,212.22,210.99672496259
2017-06-21,214.02,214.02,212.09,212.86,211.63303588511
2017-06-20,213.45,214.57,213.05,213.36,212.13015379332
2017-06-19,214.0,214.0,212.7,213.36,212.13015379332
2017-06-16,211.73,213.46,211.44,213.24,212.01084549535
2017-06-15,209.5,211.32,209.44,211.29,210.07208565331
2017-06-14,209.78,210.785,209.53,210.01,208.79946380829
2017-06-13,207.58,209.665,207.559,209.11,207.9046515735
2017-06-12,207.06,208.42,205.5,207.39,206.19456596924
2017-06-09,206.0,206.97,205.64,206.93,205.73721749368
