date,open,high,low,close,adj_close
2017-12-29,1182.35,1184.0,1167.5,1169.47,1169.47
2017-12-28,1189.0,1190.1,1184.38,1186.1,1186.1
2017-12-27,1179.91,1187.29,1175.61,1182.26,1182.26
2017-12-26,1168.36,1178.32,1160.55,1176.76,1176.76
2017-12-22,1172.08,1174.62,1167.83,1168.36,1168.36
2017-12-21,1175.9,1179.17,1167.64,1174.76,1174.76
2017-12-20,1190.5,1191.0,1176.0,1177.62,1177.62
2017-12-19,1189.15,1192.97,1179.14,1187.38,1187.38
2017-12-18,1187.37,1194.78,1180.91,1190.58,1190.58
2017-12-15,1179.03,1182.75,1169.33,1179.14,1179.14
2017-12-14,1163.71,1177.93,1162.45,1174.26,1174.26
2017-12-13,1170.0,1170.87,1160.27,1164.13,1164.13
2017-12-12,1166.51,1173.6,1161.61,1165.08,1165.08
2017-12-11,1164.6,1169.9,1157.0,1168.92,1168.92
2017-12-08,1170.4,1172.79,1157.1,1162.0,1162.0
2017-12-07,1156.59,1163.19,1151.0,1159.79,1159.79
2017-12-06,1137.99,1155.89,1136.08,1152.35,1152.35
2017-12-05,1128.26,1159.27,1124.74,1141.57,1141.57
2017-12-04,1173.85,1175.2,1128.0,1133.95,1133.95
2017-12-01,1172.05,1179.65,1152.0,1162.35,1162.35
2017-11-30,1167.1,1178.57,1160.0,1176.75,1176.75
2017-11-29,1194.8,1194.8,1145.19,1161.27,1161.27
2017-11-28,1204.88,1205.34,1188.52,1193.6,1193.6
2017-11-27,1202.66,1213.41,1191.15,1195.83,1195.83
2017-11-24,1160.7,1186.84,1160.7,1186.0,1186.0
2017-11-22,1141.0,1160.27,1141.0,1156.16,1156.16
2017-11-21,1132.86,1140.0,1128.2,1139.49,1139.49
2017-11-20,1129.77,1133.42,1122.55,1126.31,1126.31
2017-11-17,1138.28,1138.8,1125.81,1129.88,1129.88
2017-11-16,1130.16,1138.16,1130.05,1137.29,1137.29
2017-11-15,1127.01,1131.75,1121.63,1126.69,1126.69
2017-11-14,1130.11,1138.0,1123.89,1136.84,1136.84
2017-11-13,1123.0,1139.9,1122.34,1129.17,1129.17
2017-11-10,1126.1,1131.75,1124.06,1125.35,1125.35
2017-11-09,1125.96,1129.62,1115.77,1129.13,1129.13
2017-11-07,1124.74,1130.6,1117.5,1123.17,1123.17
2017-11-06,1109.15,1125.41,1108.77,1120.66,1120.66
2017-11-03,1091.15,1112.68,1088.52,1111.6,1111.6
2017-11-02,1097.81,1101.94,1086.87,1094.22,1094.22
2017-11-01,1105.4,1108.97,1096.74,1103.68,1103.68
2017-10-31,1109.0,1110.54,1101.12,1105.28,1105.28
2017-10-30,1095.01,1122.79,1093.56,1110.85,1110.85
2017-10-27,1058.14,1105.58,1050.55,1100.95,1100.95
2017-10-26,980.33,982.9,968.55,972.43,972.43
2017-10-25,978.0,984.44,966.24,972.91,972.91
2017-10-24,969.0,979.85,965.0,975.9,975.9
2017-10-23,986.73,986.775,962.5,966.3,966.3
2017-10-20,993.53,994.62,982.0,982.91,982.91
2017-10-19,990.0,991.05,980.24,986.61,986.61
2017-10-18,1009.27,1022.31,996.55,997.0,997.0
2017-10-17,1005.59,1011.47,1004.38,1009.13,1009.13
2017-10-16,1008.44,1009.57,1001.04,1006.34,1006.34
2017-10-13,1007.0,1007.77,1001.03,1002.94,1002.94
2017-10-12,996.81,1008.44,992.4,1000.93,1000.93
2017-10-11,991.27,995.5,986.695,995.0,995.0
2017-10-10,996.67,997.95,980.099,987.2,987.2
2017-10-09,993.24,998.5,987.5,990.99,990.99
2017-10-06,975.64,995.75,975.64,989.58,989.58
2017-10-05,970.0,981.51,969.64,980.85,980.85
2017-10-04,954.21,967.79,954.05,965.45,965.45
2017-10-03,958.0,963.69,950.37,957.1,957.1
2017-10-02,964.0,967.305,952.1201,959.19,959.19
2017-09-29,960.11,964.83,958.375,961.35,961.35
2017-09-28,951.86,959.7,950.101,956.4,956.4
2017-09-27,948.0,955.3,943.3,950.87,950.87
2017-09-26,945.49,948.63,931.75,938.6,938.6
2017-09-25,949.31,949.42,932.89,939.79,939.79
2017-09-22,961.01,965.61,954.42,955.1,955.1
2017-09-21,971.31,971.7,962.02,964.65,964.65
2017-09-20,971.79,974.81,962.1626,973.21,973.21
2017-09-19,977.25,978.24,967.46,969.86,969.86
2017-09-18,990.4,992.7922,968.17,974.19,974.19
2017-09-15,993.01,996.25,984.03,986.79,986.79
2017-09-14,996.8,998.56,987.74,992.21,992.21
2017-09-13,983.97,1000.0,979.42,999.6,999.6
2017-09-12,983.27,984.6718,975.517,982.58,982.58
2017-09-11,974.46,981.94,974.22,977.96,977.96
2017-09-08,979.1,979.88,963.47,965.9,965.9
2017-09-07,974.0,980.59,972.55,979.47,979.47
2017-09-06,968.32,971.84,960.6,967.8,967.8
2017-09-05,975.4,976.7699,960.37,965.27,965.27
