Date,Open,High,Low,Close,Adj Close,Volume
2013-10-01,44.967144,46.385715000000005,44.857143,46.374287,46.374287,29693300
2013-10-02,46.012856,47.657143,45.945713,47.247143,47.247143,30583700
2013-10-03,47.287144,47.785713,45.435715,45.959998999999996,45.959998999999996,24613400
2013-10-04,46.240002000000004,46.900002,45.505714000000005,46.751427,46.751427,16814000
2013-10-07,46.291428,46.709998999999996,45.450001,45.451427,45.451427,14634900
2013-10-08,45.612858,45.931427,42.795715,43.188572,43.188572,28678300
2013-10-09,42.889998999999996,42.939999,40.400002,41.204285,41.204285,41948900
2013-10-10,43.0,43.918571,42.342857,43.427143,43.427143,30695000
2013-10-11,43.472858,43.944286,42.875713,42.978573,42.978573,19200300
2013-10-14,44.372856,46.467144,43.714287,46.337143,46.337143,45659600
2013-10-15,46.442856,46.761429,45.619999,45.955715000000005,45.955715000000005,26848500
2013-10-16,45.73,46.5,45.465714,46.125713,46.125713,18843300
2013-10-17,46.029999,47.172855,45.665714,47.157143,47.157143,19272400
2013-10-18,47.714287,48.068573,46.799999,47.642857,47.642857,25454800
2013-10-21,48.988571,50.774284,48.585712,50.712856,50.712856,65090200
2013-10-22,55.405716000000005,55.594283999999995,45.92857,46.074287,46.074287,181099800
2013-10-23,45.331429,47.884285,45.285713,47.177143,47.177143,58376500
2013-10-24,47.348572,48.121429,46.237144,47.317142,47.317142,33559400
2013-10-25,47.285713,48.171428999999996,46.558571,46.861427,46.861427,24062500
2013-10-28,46.43,47.279999,44.544284999999995,44.857143,44.857143,34260800
2013-10-29,45.509997999999996,46.767143,44.171428999999996,46.757141,46.757141,30936500
2013-10-30,46.959998999999996,46.990002000000004,45.088570000000004,45.448570000000004,45.448570000000004,21640500
2013-10-31,45.444286,46.664288,45.099998,46.068573,46.068573,18489800
2013-11-01,46.975716,47.642857,46.557144,47.03857,47.03857,22020600
2013-11-04,47.278572,48.255714000000005,46.450001,48.228573,48.228573,21919100
2013-11-05,47.934284000000005,48.914288,47.578571000000004,48.785713,48.785713,17289300
2013-11-06,48.498573,49.195713,47.541428,47.947144,47.947144,20733300
2013-11-07,48.42857,48.524284,46.451427,46.694286,46.694286,20007400
2013-11-08,46.702858,47.942856,46.502857,47.842857,47.842857,19448800
2013-11-11,47.535713,48.5,46.945713,48.272858,48.272858,16815400
2013-11-12,48.025715000000005,48.5,47.335712,47.675713,47.675713,12231800
2013-11-13,47.602856,47.922855,47.014286,47.897144,47.897144,11967900
2013-11-14,47.970001,49.142857,47.874287,48.938572,48.938572,20104700
2013-11-15,49.228573,49.984287,49.011429,49.965714,49.965714,20152300
2013-11-18,50.0,50.07,48.5,48.824287,48.824287,20247500
2013-11-19,48.681427,49.545715,47.748573,48.184284000000005,48.184284000000005,17057600
2013-11-20,49.049999,49.478573,48.235714,48.502857,48.502857,19481700
2013-11-21,48.89143,49.811428,48.810001,49.785713,49.785713,15989400
2013-11-22,49.832859,50.085712,49.142857,49.692856,49.692856,14202300
2013-11-25,49.557144,50.418571,49.287144,50.034286,50.034286,13984600
2013-11-26,50.07143,50.922855,49.652859,50.742859,50.742859,14683200
2013-11-27,51.015713,51.978573,50.505714000000005,51.784286,51.784286,16832900
2013-11-29,52.007141,52.542857999999995,51.85857,52.257141,52.257141,8388100
2013-12-02,52.125713,52.565716,51.372856,51.988571,51.988571,11675300
2013-12-03,51.698570000000004,51.939999,50.92857,51.848572,51.848572,13400800
2013-12-04,51.512856,52.664288,50.892857,50.895714,50.895714,19395600
2013-12-05,51.114284999999995,51.59,50.484287,51.151428,51.151428,13793500
2013-12-06,51.577145,51.618572,50.285713,50.634285,50.634285,12075700
2013-12-09,50.738571,51.41,50.515713,50.810001,50.810001,11718700
2013-12-10,50.714287,52.062859,50.474284999999995,51.871429,51.871429,14089600
2013-12-11,52.052856,53.02285799999999,51.745715999999994,51.997143,51.997143,20066900
2013-12-12,51.952858,53.548573,51.935715,53.332859,53.332859,21318500
2013-12-13,53.735714,53.85714300000001,52.687141000000004,52.709998999999996,52.709998999999996,17854900
2013-12-16,52.854286,53.0,52.035713,52.330002,52.330002,13911100
2013-12-17,52.392857,53.957142000000005,52.324287,53.552856000000006,53.552856000000006,18448500
2013-12-18,53.408573,53.85714300000001,52.35857,53.748573,53.748573,19881400
2013-12-19,53.457142000000005,54.265713,53.335712,53.82,53.82,13849500
2013-12-20,53.785713,54.241428000000006,53.47714200000001,53.667141,53.667141,18817400
2013-12-23,54.098572,54.775715000000005,53.804287,54.368572,54.368572,12624500
2013-12-24,54.394287,54.851429,53.925713,54.055714,54.055714,5577600
2013-12-26,54.015713,54.415714,53.689999,53.847141,53.847141,12268900
2013-12-27,53.872856000000006,54.10714300000001,52.258571999999994,52.5,52.5,16948400
2013-12-30,52.517143000000004,52.791428,51.291428,52.427143,52.427143,15075200
2013-12-31,52.214287,52.735714,51.947144,52.595715000000006,52.595715000000006,10516800
2014-01-02,52.401428,52.51142900000001,51.542858,51.831429,51.831429,12325600
2014-01-03,52.0,52.495716,51.842857,51.871429,51.871429,10817100
2014-01-06,51.889998999999996,52.044284999999995,50.475716,51.367142,51.367142,15501500
2014-01-07,49.684284000000005,49.698570000000004,48.152859,48.5,48.5,36167600
2014-01-08,48.104286,49.425713,48.074287,48.712856,48.712856,20001100
2014-01-09,48.824287,49.139998999999996,47.857143,48.150002,48.150002,17007200
2014-01-10,48.295715,48.377144,47.218571000000004,47.448570000000004,47.448570000000004,16237900
2014-01-13,47.304287,49.810001,47.304287,48.115715,48.115715,27237000
2014-01-14,48.777142,48.799999,47.509997999999996,48.279999,48.279999,19740000
2014-01-15,47.857143,48.367142,45.581429,47.197144,47.197144,40432000
2014-01-16,46.915714,47.695713,46.002857,47.382858,47.382858,21135800
2014-01-17,47.438572,47.831429,46.89143,47.148571000000004,47.148571000000004,16417100
2014-01-21,47.46143,47.495715999999994,45.75,46.958572,46.958572,25220300
2014-01-22,47.07143,47.777142,46.764286,47.675713,47.675713,48342000
2014-01-23,55.342856999999995,56.51857,53.92714300000001,55.531429,55.531429,91280000
2014-01-24,54.811428,55.814285,54.76857,55.154284999999994,55.154284999999994,35466900
2014-01-27,55.341427,55.92856999999999,52.937141000000004,54.46143000000001,54.46143000000001,32526900
2014-01-28,54.474284999999995,58.201427,54.394287,58.110001000000004,58.110001000000004,43590400
2014-01-29,57.58857,58.19142900000001,56.864284999999995,57.202858,57.202858,28968100
2014-01-30,58.157143000000005,58.455715000000005,57.35856999999999,57.810001,57.810001,18379200
2014-01-31,57.472857999999995,58.914288,57.471428,58.475716000000006,58.475716000000006,23625000
2014-02-03,58.842856999999995,58.878570999999994,57.245716,57.76857,57.76857,20145300
2014-02-04,57.921429,58.361427,56.715714,57.987143999999994,57.987143999999994,18066300
2014-02-05,57.592856999999995,58.25,56.85714300000001,57.774283999999994,57.774283999999994,16762900
2014-02-06,58.060001,58.701427,57.202858,58.27285799999999,58.27285799999999,12852000
2014-02-07,59.062858999999996,61.5,58.651428,61.425713,61.425713,32921000
2014-02-10,61.347141,61.767143000000004,60.611427,61.491428000000006,61.491428000000006,13812400
2014-02-11,61.422855000000006,62.251427,60.787144,61.998573,61.998573,13667500
2014-02-12,62.111427,62.128570999999994,60.791428,61.275715000000005,61.275715000000005,15673000
2014-02-13,60.812858999999996,62.784286,60.714287,62.364284999999995,62.364284999999995,18700500
2014-02-14,62.437141000000004,62.528572,61.669998,62.215714,62.215714,11985400
2014-02-18,62.422855000000006,63.034286,61.14285699999999,62.407143000000005,62.407143000000005,15507800
2014-02-19,61.667141,62.32143000000001,61.138573,61.175713,61.175713,16031400
2014-02-20,61.478573,62.53856999999999,61.30857099999999,62.135715000000005,62.135715000000005,11965100
2014-02-21,62.671429,62.671429,61.378570999999994,61.74714300000001,61.74714300000001,13483400
2014-02-24,62.209998999999996,64.24143199999999,61.214287,63.85714300000001,63.85714300000001,26043500
2014-02-25,64.285713,65.398575,63.57143000000001,64.718575,64.718575,18700500
2014-02-26,65.128571,65.14286,63.714287,64.112854,64.112854,15010100
2014-02-27,63.97714200000001,64.87571700000001,63.97714200000001,64.604286,64.604286,10304700
2014-02-28,64.732857,64.885712,63.0,63.66143,63.66143,15751400
2014-03-03,63.027142000000005,63.67856999999999,62.585712,63.655716000000005,63.655716000000005,13528200
2014-03-04,64.41714499999999,65.0,63.655716000000005,64.997147,64.997147,12387900
2014-03-05,64.855713,65.262856,64.558571,64.785713,64.785713,10868900
2014-03-06,64.99143199999999,65.428574,64.141426,64.358574,64.358574,11809000
2014-03-07,64.867142,64.934288,63.644287,64.052856,64.052856,11573800
2014-03-10,64.067146,64.111427,61.728573,62.849998,62.849998,15439200
2014-03-11,63.234287,63.811428,62.235714,62.49714300000001,62.49714300000001,10448200
2014-03-12,61.954285,62.785713,61.382858,62.368572,62.368572,12134500
2014-03-13,62.815716,62.897144,61.182857999999996,61.437141000000004,61.437141000000004,11390400
2014-03-14,61.104286,62.14143000000001,60.42856999999999,60.64143000000001,60.64143000000001,14989100
2014-03-17,61.169998,61.542857999999995,60.330002,60.388573,60.388573,10695300
2014-03-18,60.33857,60.894287,59.5,60.035713,60.035713,14688100
2014-03-19,59.98143,60.778572,59.580002,60.012856000000006,60.012856000000006,10531500
2014-03-20,59.952858,61.742858999999996,59.92856999999999,60.610001000000004,60.610001000000004,14494900
2014-03-21,60.871429000000006,61.19142900000001,57.962856,57.998573,57.998573,26770800
2014-03-24,57.92714300000001,58.064285,52.657143000000005,54.128570999999994,54.128570999999994,42483700
2014-03-25,54.14285699999999,54.990002000000004,52.25,52.97714200000001,52.97714200000001,30356900
2014-03-26,53.287144,53.921429,52.367142,53.182857999999996,53.182857999999996,27152300
2014-03-27,53.001427,53.975716000000006,51.647144,52.025715000000005,52.025715000000005,28672000
2014-03-28,51.459998999999996,52.714287,50.82143,51.267143,51.267143,24699500
2014-03-31,51.644287,52.408573,49.982857,50.290001000000004,50.290001000000004,22125600
2014-04-01,50.25,52.17857,50.248573,52.098572,52.098572,21338800
2014-04-02,52.237144,53.007141000000004,51.185715,51.84,51.84,24194100
2014-04-03,51.618572,52.157143,50.014286,50.669998,50.669998,21983500
2014-04-04,50.778572,50.857143,47.982857,48.187141,48.187141,34958000
2014-04-07,48.644287,49.741428000000006,47.301429999999996,48.285713,48.285713,37351300
2014-04-08,48.578571000000004,50.112858,48.341427,49.841427,49.841427,25761400
2014-04-09,50.147144,50.557144,49.021427,50.432858,50.432858,20511400
2014-04-10,50.639998999999996,51.068573,47.715714,47.818573,47.818573,24871000
2014-04-11,47.257141,47.831429,46.23,46.672855,46.672855,30146200
2014-04-14,47.555714,47.857143,46.505714000000005,47.368572,47.368572,17994200
2014-04-15,47.011429,47.367142,44.585712,46.610001000000004,46.610001000000004,30799300
