Date,Open,High,Low,Close,Adj Close,Volume
2018-09-04,48.380001,48.43,47.560001,47.959998999999996,47.959998999999996,15682900
2018-09-05,47.75,48.119999,47.470001,47.720001,47.720001,20857200
2018-09-06,47.759997999999996,47.959998999999996,47.209998999999996,47.259997999999996,47.259997999999996,19318100
2018-09-07,46.91,47.48,46.360001000000004,46.450001,46.450001,25958300
2018-09-10,46.560001,46.759997999999996,46.23,46.299999,46.299999,21522400
2018-09-11,46.0,46.029999,44.889998999999996,44.93,44.93,32455300
2018-09-12,44.560001,44.98,44.060001,44.93,44.93,29778700
2018-09-13,45.68,45.849998,45.110001000000004,45.57,45.57,18657100
2018-09-14,45.779999,45.970001,45.349998,45.540001000000004,45.540001000000004,22998700
2018-09-17,45.290001000000004,45.900002,45.189999,45.419998,45.419998,17603200
2018-09-18,45.580002,46.529999,45.41,46.099998,46.099998,20528100
2018-09-19,46.09,46.439999,45.889998999999996,46.150002,46.150002,15918900
2018-09-20,46.779999,47.360001000000004,46.52,47.200001,47.200001,21999300
2018-09-21,47.119999,47.419998,46.369999,46.66,46.66,52650600
